id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
7108,xe dọn,30.000.000 đ,11.52 tr,13.52 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe đã dọn sạch sẽ trong ra ngoài , ưa nhìn, máy lên full wave thái 110 , còn lòng wave alpha, bán lại cho a em nào hợp gu",Honda,Wave,2004,1000,Đã sử dụng,Xe số,100 - 175 cc,Ấn Độ,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124164292.htm
7109,Xmax 300 chính chủ sang tên,220.000.000 đ,151.93 tr,178.35 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xmax 300 chính chủ sang tên
dọn full đồ chơi xe có bill mua hàng 
xe chạy hơn 1000 cây
sdt ***",Yamaha,XMAX,2024,2000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124163587.htm
7110,vario 218 125 9c và vespa lx 210 09c 2 chiếc 30tr,30.000.000 đ,41.35 tr,48.54 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Vario 218 125 máy móc zin 
Vespa 210 lx hư bình máy móc êm",Honda,Vario,2018,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124099987.htm
7111,Bán xe Cc 50 xe còn mới 95%,19.000.000 đ,16.01 tr,18.79 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe còn mới 95% ,chạy 1900km .xe cc50 hãng SYM",SYM,Dòng khác,2023,1900,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124082583.htm
7112,Gtdd k9c bstp xe chạy còn mượt và nhẹ,9.500.000 đ,12.07 tr,14.17 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",67 gtdd k9c bstp xe chạy mượt và nhẹ lên mấy món xe ko có số khung số máy,Honda,67,trước năm 1980,1000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Đức,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124081798.htm
7113,"Cần bán xe gấp, xe ít chạy , nhà k có chổ đậu",30.000.000 đ,14.51 tr,17.04 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe chính chủ 
Xem xe tại nhà bè
Chưa qua sửa chửa 
Xe còn mới ổn áp",Yamaha,Exciter,2013,600000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124077034.htm
7114,Xe Chính Chủ cần bán,35.000.000 đ,11.52 tr,13.52 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Wave nhật 2004 full 110cc
Chính chủ 
Mới dọn keeng
Fixx cho AE nhanh gọn",Honda,Wave,2004,15000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124062440.htm
7115,Cần bán gấp,6.800.000 đ,7.27 tr,8.54 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe máy êm.bstp giấy tờ đầy đủ.ai cần liên hệ,Honda,Wave,2007,530000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124052937.htm
7116,BÁN NHANH XE SH 150i,73.000.000 đ,74.57 tr,87.54 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Nhà dư xe nên bán nhanh để rộng nhà.
Xe ít đi và chủ chăm tốt nên còn rất mới.
Xe mua tháng 12/2022
Xe chính chủ nên xem xe chốt giá nhanh, bán nhanh.",Honda,SH,2022,7500,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124035512.htm
7117,Loại xe .Excel150,5.000.000 đ,4.6 tr,5.4 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe đời 2004 xe chạy rất ít mới có 49 nghìn klmcòn zin máy . Cứng ngắt. Ưu tiên bớt tiền ca phê cho ai lh sớm.***,SYM,Dòng khác,2004,49000,Đã sử dụng,Tay ga,Dưới 50 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123918328.htm
7118,Chính chủ bán xe Exciter đã sử dụng,15.000.000 đ,16.16 tr,18.97 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Chính chủ bán xe Exciter xe cá nhân chạy
Tình trạng có trầy xước
Xem xe ở nhà Bè hoặc Phú Mỹ Hưng
Còn thương lượng",Yamaha,Exciter,2015,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123942672.htm
7119,cần bán gấp xe yamaha,20.000.000 đ,13.34 tr,15.66 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Cần bán gấp xe sirius RC nam chinh hang yamaha xe chinh chủ con mới 95% xe nhà su dung bs tphcm 
Gia 20trieu con TL",Yamaha,Sirius,2023,140000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123923249.htm
7120,Bán xe satria,50.000.000 đ,21.52 tr,25.26 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",Cần bán xe satria . máy móc zin chưa đụng . xe đi kỹ . còn giữ 2 kính zin và 2 chìa khóa . ae cần qua xem liên hệ mình,Suzuki,Satria,2020,24000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123918633.htm
7121,Axelo zin êm,7.000.000 đ,6.8 tr,7.98 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Em cần bán con Axelo máy full zin xe dùng kỹ máy êm ru về đổ xăng là chạy
biển tỉnh",Suzuki,Axelo,2016,80000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123909259.htm
7122,"xe winv1 giấy tờ đầy đủ ,máy độ 62zz dọn kiểng",12.000.000 đ,13.38 tr,15.71 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Tình trạng còn đẹp ,máy móc bao êm ,mình đang cần tiền gấp ai có nhu cầu thì liên hệ mình,để xem xe,có bớt",Honda,Winner,2017,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123891878.htm
7123,r15 xe chính chủ bs sg 59CB-06075,26.000.000 đ,27.48 tr,32.26 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","r15 v3 xe chính chủ bs sg
59CB-06075 
42.000km",Yamaha,R,2018,42000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123818455.htm
7124,Xe cafe.giao lưu mio clasico chính chủ,12.000.000 đ,21.39 tr,25.11 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe dọn tâm huyết đẹp từng chi tiết.nay muốn giao lưu chiếc mio clasico chính chủ cho vợ đi chợ .chở con đi học,Hãng khác,Dòng khác,trước năm 1980,20000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/122162760.htm
7125,Suzuki HJ125,29.000.000 đ,19.93 tr,23.4 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Hết đam mê để lại ae nào thích dòng xe cổ điển,xe còn rất mới,vỏ còn theo xe,máy êm ít hao xăng.Xe biển Vĩnh Long chính chủ bao ký giấy mua bán..",Suzuki,Dòng khác,2019,7000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123608354.htm
7126,"CẦn bán xe ,400cc , odo 600 km",170.000.000 đ,,,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Không nhu cầu sử dụng cần bán beverly s 
Odoo lướt 600km đăng kí 2023
Xe như mới ạ",Piaggio,Beverly,2023,600,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123405625.htm
7127,Bán chiếc PCX 150 còn mới 95%,37.500.000 đ,41.13 tr,48.28 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Máy móc cực kì êm 
Biển số thành phố 
Giấy tờ đầy đủ..không chính chủ 
Mua bán bao tranh chấp không trộm cắp",Honda,PCX,2019,28000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123760246.htm
7128,nhà dư xe cần bán lại xe wase thái 110 còn rất đep,25.000.000 đ,22.15 tr,26 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",nhà dư xe cần bán lại xe wase thái 110 còn rất đẹp máy nổ thì thầm .xe sx năm 99 đời đầu wase thái.đồ áo liền lạc về đổ xăng là chạy,Honda,Wave,1999,40000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123738340.htm
7129,cần bán xe wave 110 trung quốc,3.000.000 đ,6.87 tr,8.06 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Bán xe wave 110 trung quốc. Dùng cho cày bừa làm ăn
Có cavet .
Tình trạng chạy mạnh êm,
Có điều bị hư heo số
Là chạy đạp tới số 4
Bình thường nếu đạp nữa là mode
Còn cái này nó nhảy qua mòde đèn xanh
Nếu đạp thêm cái nữa nó về số 1
Bộ số dống xe cd50.",Honda,Wave,2012,8880,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123783660.htm
7130,"Xe dư chật nhà cần bán , xe ngoại hình còn khá đẹp",4.300.000 đ,5.1 tr,5.98 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Hình ảnh sao xe như vậy ! 
Nhớt mới thay, xăng còn nữa bình . 
Về chỉ việc chạy .
Xe giấy tờ đầy đủ 
Giá cả sẽ bớt chút đỉnh cho a/c/e thiện chí ! 
Trước khi qua xem Xe , alo mình trước để hẹn , do mình cũng có công việc riêng.",Yamaha,Nouvo,2012,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123760273.htm
7131,xe nữ đi,41.000.000 đ,34.29 tr,40.25 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe còn mới
Năm 2023
Bán để đổi xe khác
Chỉ mới đi 8500km",Yamaha,Grande,2023,9000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123760218.htm
7132,Winner 2019,16.000.000 đ,16.04 tr,18.83 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Winner 2019 đen vàng đồng odo 56k
Biển số TP ( Quận 4 ) 
Giấy tờ chính chủ bao ký giấy. 
Đang đi mâm rcb 6 cây + full PXL cơ bản 
Dàn ngoài còn đẹp 95% 
Máy zin êm thin thít
Mua về chỉ việc đổ xăng thay nhớt là chạy
Giá : 16tr ( còn thương lượng )
Có nhận làm máy + cho những anh thích bay bổng",Honda,Winner,2019,56000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123755232.htm
7133,hết nhu cầu sử dụng,72 đ,62.76 tr,73.68 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe nguyên rin chưa từng vá vỏ dựng ở nhà nhiều..nay muốn ra đi để đổi xe khác.ai có nhu cầu liên hệ,Honda,SH,2019,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123748705.htm
7134,xe hq,6.000.000 đ,10.08 tr,11.83 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe hq up anpha vài món xe giấy tờ đây đủ máy im do trật nhà nên bán em nó,Honda,Dream,2016,160000,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123739757.htm
7135,Xe nova dash chính chủ-bao sang tên,105.000.000 đ,96.6 tr,113.4 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","Chia lại con cưng
Đứa con của thần gió 
Giá lỗ : 105tr
Xe tlhq chính chủ sang tên toàn quốc 
Bao chứng giấy mua bán . Rút gốc thêm tiền .
Ae có nhu cầu alo em
***
Nt zalo để e gửi clip chi tiết ạ
Cảm ơn ae",Honda,Nova,2019,8000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123725996.htm
7136,Xe chính chủ chứng giấy sang tên mau le,7.900.000 đ,8.9 tr,10.45 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe chính chủ bán đổi xe ai nhu cầu lien hệ. Biển số thành phố.,Honda,Blade,2017,25,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123720379.htm
7137,bán hai choeets xe cổ,35.000.000 đ,21.39 tr,25.11 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",2i chiếc xe cổ từ thời xưa đi Đà Lạt Vũng Tàu cà phê trưng bày gì cũng đc giờ đi nước ngoài nên bán￼rẻ ***,Hãng khác,Dòng khác,trước năm 1980,100000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123719217.htm
7138,Sym Attila Victoria để bán,2.100.000 đ,2.59 tr,3.04 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2006 - 45.000km
- Cài đặt bộ lọc không khí sạch và mới được cài đặt.
- Bộ chế hòa khí vừa được vệ sinh.
- Những cú sốc trở lại hơi cũ.
- có thể có hơn 45.000km vì đồng hồ tốc độ không hoạt động và đồng hồ đo nhiên liệu không hoạt động.
- Nó hoạt động bình thường. Không tuyệt vời và không xấu.
- Xe máy bao gồm Chứng chỉ đăng ký xe.",SYM,Attila,2006,45000,Đã sử dụng,Xe số,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123670307.htm
7139,bán hoặc GL xe ngang tầm giá .click đã lên Fi,10.300.000 đ,7.36 tr,8.64 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Cần bán hoặc gl xe bstp 09c . Click đã lên nguyên cục máy ab Fi thái 2010 bao im bao hao xăng ,dư 1 cục máy zin ai mua chở về luôn . Xe don nguyen con mới . Dàn áo thay mới . Vỏ thay mới cập mâm vario,phuộc yss, full óc salaya ,xe sạch sẽ liền lạc ,a e nhìn hình hợp nhãn alo mình mua bán tai nhà chup cccd a e yên tăm",Honda,Click,2007,55555,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123666679.htm
7140,Dư xe không có nhu cầu sử dụng nên bán bớt,19.000.000 đ,19.01 tr,22.32 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe còn mới, chạy êm, ngon . Giá cả có thể thương lượng nếu khách cho thiện chí",Piaggio,Vespa,2014,38500,Đã sử dụng,Tay ga,Không biết rõ,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123658033.htm
7141,Bán xe vespa trắng,19.000.000 đ,19.01 tr,22.32 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Nhà dư xe nên bán . Xe chạy ngon , êm , ít chạy.",Piaggio,Vespa,2014,38500,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123657941.htm
7142,Xe vừa dọn sơ quan tâm ib,18.600.000 đ,15.75 tr,18.49 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","✅ #Cần_Bán_Exciter_150_xanh đen

✅ Xe biển số Thành Phố Chính Chủ

✅ Ngoại hình rất mới đẹp xuống bánh nhỏ ( tặng mâm zin )dàn áo không trầy êm ái nhẹ nhàn , xe chạy nhẹ vọt cứng cáp , mọi chức năng hoạt động tốt , xe mua về chỉ sử dụng thôi nhé 

✅ Giá Bán : 18triệu600",Yamaha,Exciter,2017,60,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123657331.htm
7143,Suzuki Axelo 125 cần tiền bán gấp đời 2015,5.800.000 đ,7.04 tr,8.27 tr,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","Mình cần bán chiếc Suzuki axelo 
Ngoại hình còn đẹp giá 5tr8 còn bớt cho ae ở xa 
Xe không chính chủ xem xe ở TP HCM",Suzuki,Axelo,2015,90000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123653296.htm
7144,Dư dùng mới mua xe khác cần bán giấy tờ đầy đủ,3.800.000 đ,9.88 tr,11.6 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Dư dùng mới mua xe khác cần bán giấy tờ đầy đủ bao êm Đạp 1 cái nổ,Honda,Dream,2008,46454,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123425151.htm
7145,Bán xe libety125,3.000.000 đ,6.66 tr,7.82 tr,"Xã Phước Lộc, Huyện Nhà Bè, Tp Hồ Chí Minh","Do nhà chật dư xe nên bán vợi đi 
Xe đi bình thường đổ xăng vào là đi 
Xe cà vẹt đầy đủ mua bán tại nhà",Piaggio,Liberty,2011,64886,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123642326.htm
7146,Nvx 155 vva 2022 bssg chính chủ,39.900.000 đ,36.78 tr,43.18 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Nvx 155 vva 2022 odo 45k biển sg 59
Xe chính chủ 1 chủ mua từ đầu đứng bán
Tình trạng xe còn đẹp, có trầy xước, chưa
 đâm đụng. 2 vỏ theo xe hơi mòn
Xe có lên 1 số đồ cơ bản như trợ sáng, baga trước, cảng sau, chắn bùn trước sau
Xem xe tại Nhà bè tp hcm
Liên hệ tin nhắn tại đây hoặc qua zl",Yamaha,Nvx,2022,45000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123642311.htm
7147,cần bán xe wave blade 110 xe full chức năng,8.000.000 đ,7.59 tr,8.91 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe máy im chức năng đầy đủ ai thiện chí alo xe dang sử dụng di lam hằng ngày xe chính chủ đứng tên,Honda,Blade,2015,5000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123637780.htm
7148,vision 7/2020 chính chủ Bs TPHCM,24.500.000 đ,21.87 tr,25.67 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Vision 7/2020 bstp chính chủ bao ký sang tên 1p30
Xe full ốc salaja
Pô xe coppy
Phuột yss
Đèn zipat chính hãng 2025
Đĩa và heo 
Mới sơn full dàn chân đen bóng
Giá 24.5tr có fix cho ae lấy nhanh lẹ. Máy móc nguyên zin xe 1 đời chủ bao test các thứ
724 lê văn lương, *** bé thắng 
Mong ad duyệt hộ",Honda,Vision,2020,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123622842.htm
7149,DatBike Quantum S0,39.000.000 đ,12.56 tr,14.75 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Do đổi xe nên em cần ra đi xe DatBike Quantum S0 06/2024
Bảo hành mặc định 3 năm hoặc 30,000km
Odo 15.500km
Fix phuộc trước EbikeVN, sên phốt TFX, dè chắn bùn hãng
Xe chính chủ, cứng giá 39tr bao công chứng mua bán, rút gốc",Hãng khác,Dòng khác,2024,15500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123621470.htm
7150,Cần bán xe nouvo 1,2.500.000 đ,2.73 tr,3.2 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe nouvo 1 tình trạng dàn áo theo năm tháng. Có móp bể qua tận nơi lấy giảm 100k.,Yamaha,Nouvo,2005,654080,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123617757.htm
7151,Ai cần thì liên hệ e,9.500.000 đ,6.87 tr,8.06 tr,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe chưa rớt đầu lòng nữ chạy kỹ dàn áo tàn phai theo năm tháng ***,Honda,Wave,2012,56748,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123263606.htm
7152,Nouvo5 máy êm. Xe bstp,7.500.000 đ,6.14 tr,7.21 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Nouvo5 dàn ngoài còn đẹp, xe bstp bao tranh chấp",Yamaha,Nouvo,2013,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123598977.htm
