id,title,description,Dòng xe,description_cleaned,title_cleaned,content
7031,Xe zin .9 chủ .máy im re,Xe zin 9 chủ máy zin im re ae cần liên hệ sdt ***,Wave,zin chủ máy zin im_re anh_em liên_hệ sdt,zin chủ máy im_re,zin chủ máy zin im_re anh_em liên_hệ sdt zin chủ máy im_re
7032,"Xe AB đky lần đầu 2013 ko chính chủ, Bao cc","Dư xe nên bán AB 2013, xe ko chính chủ, bao tranh chấp. Xe hình thức như hình. 
Ae ai cần liên hệ",Air Blade,dư ab 2013 không chủ bao tranh_chấp hình_thức hình anh_em liên_hệ,ab đăng_ký đầu 2013 không chủ bao cc,dư ab 2013 không chủ bao tranh_chấp hình_thức hình anh_em liên_hệ ab đăng_ký đầu 2013 không chủ bao cc
7033,Cần bán xe Mobylette,Xe mới. Về là đi thôi. Máy móc ok xe hoạt động tốt,Dòng khác,đi máy_móc ok hoạt_động tốt,mobylette,đi máy_móc ok hoạt_động tốt mobylette
7034,VARIO 150 Mẫu củ,"Xe leng ken mới cáo
ace chỉ cần đổ xăng vào chạy
Máy zin",Vario,leng ken mới_cáo anh_chị_em đổ xăng chạy máy zin,vario 150 mẫu củ,leng ken mới_cáo anh_chị_em đổ xăng chạy máy zin vario 150 mẫu củ
7035,Dư dùng SH 150i - 2018,"Xe như hình - cạt vẹt chính chủ - công chứng sang tên ngay
Máy chưa đụng tới - nguyên zin đang sử dụng - không lổi nhỏ - bao thợ thầy kiểm tra",SH,hình cạt vẹt chủ công_chứng sang_tên máy đụng nguyên zin không lổi bao thợ thầy kiểm_tra,dư sh 150i 2018,hình cạt vẹt chủ công_chứng sang_tên máy đụng nguyên zin không lổi bao thợ thầy kiểm_tra dư sh 150i 2018
7036,Honda Vision 2012 125cc Đỏ Bạc,"Honda Vision 2012 125cc Đỏ Bạc
Xe còn đủ cà vẹt
Xe người thân đã mất để lại, không sang tên giấy tờ được nên chỉ đảm bảo bao tranh chấp. (Còn căn cước chủ xe)
Thích hợp cho các cô dì đi chợ.
Liên hệ em số ***
Em cám ơn ạ.",Vision,honda vision 2012 125cc đỏ_bạc cà_vẹt người_thân không sang_tên giấy_tờ bao tranh_chấp căn_cước chủ thích_hợp đi chợ liên_hệ cám_ơn,honda vision 2012 125cc đỏ bạc,honda vision 2012 125cc đỏ_bạc cà_vẹt người_thân không sang_tên giấy_tờ bao tranh_chấp căn_cước chủ thích_hợp đi chợ liên_hệ cám_ơn honda vision 2012 125cc đỏ bạc
7037,Raider xăng cơ 2014,"Raider xăng cơ 2014 gtdd k9c
Xe đã lên full áo phượng
Cấu hình pxl móc hút xã",Raider,raider xăng_cơ 2014 gtdd k9c full áo phượng cấu_hình pxl móc hút xã,raider xăng_cơ 2014,raider xăng_cơ 2014 gtdd k9c full áo phượng cấu_hình pxl móc hút xã raider xăng_cơ 2014
7038,xe janus,"Xe e đang đi nhưng do kẹt tiền e cần bán gấp. Ac nào mua để đi thì e bớt thêm ạ
Gọi trực tiếp hoặc zl. ***",Janus,đi kẹt tiền gấp ac mua đi bớt zl,janus,đi kẹt tiền gấp ac mua đi bớt zl janus
7039,ex xuống áo,Xe zin chưa rớt đầu biển số thành phố máy im không dọng hay hú hí gì hết ex 2013 xuống áo xe đẹp ai cần xin liên hệ xe không chính chủ bao tranh chấp có chứng minh chủ xe,Exciter,zin rớt đầu biển thành_phố máy im không dọng hú_hí ex 2013 áo đẹp liên_hệ không chủ bao tranh_chấp chứng_minh chủ,ex áo,zin rớt đầu biển thành_phố máy im không dọng hú_hí ex 2013 áo đẹp liên_hệ không chủ bao tranh_chấp chứng_minh chủ ex áo
7040,Yamaha NVX 125 bản khóa Smartkey bsptp 51 HCM,"Xe biển số 51 tp HCM 
Xe không chính chủ,Biển số 9 nút đẹp quận 4
Xe máy móc khỏe,không bị dính ngập
Em mua lại 1.5 năm đi bao ngon
Nay vào chùa ít đi nên bán lại,bác nào mua alo em
Xe về thay phuộc sau nữa là đi bao êm
Giá còn thương lượng
Nay e đi vũng tàu.hẹn ae thứ 2 xem xe giao dịch
Xin cảm ơn chợ tốt",Nvx,biển 51 tp_hcm không chủ biển nút đẹp xe_máy_móc khỏe không dính ngập mua 1.5 đi bao_ngon chùa đi mua alo_em thay phuộc đi bao_êm giá thương_lượng đi vũng_tàu hẹn anh_em giao_dịch chợ tốt,yamaha nvx 125 khóa smartkey bsptp 51 hcm,biển 51 tp_hcm không chủ biển nút đẹp xe_máy_móc khỏe không dính ngập mua 1.5 đi bao_ngon chùa đi mua alo_em thay phuộc đi bao_êm giá thương_lượng đi vũng_tàu hẹn anh_em giao_dịch chợ tốt yamaha nvx 125 khóa smartkey bsptp 51 hcm
7041,Yamaha NVX 125 khóa smartkey bstp HCM,"Xe biển số 51 tp HCM không chính chủ
Em mua lại 1.5 năm đi ngon lành.mua về chỉ thay hoặc phục hồi cặp phuộc sau là ok
Xe thay nhớt định kỳ,khóa Smartkey 
Vào chùa ở ít đi nên bán
Giá thương lượng.yêu tin nhanh gọn ạ
***
Cảm ơn chợ tốt duyệt bài.",Nvx,biển 51 tp hcm không chủ mua 1.5 đi ngon_lành mua thay phục_hồi cặp phuộc ok thay nhớt định_kỳ khóa smartkey chùa đi giá thương_lượng yêu gọn chợ tốt duyệt,yamaha nvx 125 khóa smartkey bstp hcm,biển 51 tp hcm không chủ mua 1.5 đi ngon_lành mua thay phục_hồi cặp phuộc ok thay nhớt định_kỳ khóa smartkey chùa đi giá thương_lượng yêu gọn chợ tốt duyệt yamaha nvx 125 khóa smartkey bstp hcm
7042,Cần bán Raider xăng cơ 2014,"Raider xăng cơ đời 2014. Gtdd k9c 
Lh tt ***",Raider,raider xăng_cơ đời 2014 gtdd k9c lh tt,raider xăng_cơ 2014,raider xăng_cơ đời 2014 gtdd k9c lh tt raider xăng_cơ 2014
7043,Bán xe SYM Elegant 2011,Có có chầy xước voi còi ko ko keu nua,Elegant,chầy xước voi còi không không keu nua,sym elegant 2011,chầy xước voi còi không không keu nua sym elegant 2011
7044,Chính chủ bán xe vision 2023,"Mình chính chủ cần bán xe vision đời 2023, màu xám. Anh chị nào có nhu cầu liên hệ trực tiếp mình xem xe tại nhà. Tiếp người thiện chí. Ko có nhu cầu quảng cáo. Xin cảm ơn!",Vision,chủ vision đời 2023 màu xám anh_chị nhu_cầu liên_hệ tiếp thiện_chí không nhu_cầu quảng_cáo,chủ vision 2023,chủ vision đời 2023 màu xám anh_chị nhu_cầu liên_hệ tiếp thiện_chí không nhu_cầu quảng_cáo chủ vision 2023
7045,"M cần bán xe SH 150i thắng ABS đời 2020, biển tp","M cần bán xe SH 150i thắng ABS đời 2020. Xe ít đi giữ kĩ, chưa sữa chữa gì cả. Biển số tp, giấy tờ uỷ quyền nên mua bán sang tên",SH,sh 150i thắng abs đời 2020 đi kĩ sữa chữa biển tp giấy_tờ uỷ_quyền mua_bán sang_tên,sh 150i thắng abs đời 2020 biển tp,sh 150i thắng abs đời 2020 đi kĩ sữa chữa biển tp giấy_tờ uỷ_quyền mua_bán sang_tên sh 150i thắng abs đời 2020 biển tp
7046,novo lx bstp giao luu dream,cần bán novo 4 may êm ru sạch sẽ nhớt thay đầy đủ không sàn lắc cứng cáp bstp gtđđ ai hop màu này lh nha.hoac giao luu dream,Nouvo,novo may êm_ru sạch_sẽ nhớt thay đầy_đủ không sàn lắc cứng_cáp bstp gtđđ hop màu lh nha hoac giao luu dream,novo lx bstp giao luu dream,novo may êm_ru sạch_sẽ nhớt thay đầy_đủ không sàn lắc cứng_cáp bstp gtđđ hop màu lh nha hoac giao luu dream novo lx bstp giao luu dream
7047,xe nha di đổi xe cần bán,Xe wave s tinh trang con mới.xe dang keo chưa lột..xe thay nhớt dinh ky may êm…biển số TP giay tờ day đủ btc..mua bán tại nhà..ace yên tâm .***,Wave,wave tinh trang dang keo lột thay nhớt dinh ky may êm biển tp giay tờ day btc mua_bán anh_chị_em yên_tâm,nha_di_đổi,wave tinh trang dang keo lột thay nhớt dinh ky may êm biển tp giay tờ day btc mua_bán anh_chị_em yên_tâm nha_di_đổi
7048,Wave HQ 110 bstp gthl,"Xe máy êm khô ráo ko chảy nhớt ,điện đèn, đề báo xăng báo số ,đèn trợ sáng có đủ ,bình xăng con mới nên ko sợ hao,dàn ngoài liền lạc ,giấy tờ đầy đủ bao tranh chấp, ace cần liên hệ , còn tin còn xe ,cảm ơn chợ tốt",Wave,xe_máy êm khô_ráo không chảy nhớt điện đèn đề báo xăng báo đèn trợ bình xăng không sợ hao dàn liền lạc giấy_tờ đầy_đủ bao tranh_chấp anh_chị_em liên_hệ chợ tốt,wave hq 110 bstp gthl,xe_máy êm khô_ráo không chảy nhớt điện đèn đề báo xăng báo đèn trợ bình xăng không sợ hao dàn liền lạc giấy_tờ đầy_đủ bao tranh_chấp anh_chị_em liên_hệ chợ tốt wave hq 110 bstp gthl
7049,Wave alpha 12/54 bstp,"#Wave Alpha 12/54 bstp (0539) k9c 

Cục máy chuẩn êm lực mạnh ( hưng mã lò ) 

Chất xe zin mọc tàn phai theo năm tháng , bình đít gài syic , md long an , ic redleo

☎️*** ☎️ nhật tiến",Wave,wave alpha 12 54 bstp 0539 k9c cục máy chuẩn êm lực hưng mã lò chất zin mọc tàn phai bình đít gài syic md long an ic redleo nhật_tiến,wave alpha 12 54 bstp,wave alpha 12 54 bstp 0539 k9c cục máy chuẩn êm lực hưng mã lò chất zin mọc tàn phai bình đít gài syic md long an ic redleo nhật_tiến wave alpha 12 54 bstp
7050,cub 50 đời mới,Cần bán chiếc cub 50 đời mới bs tỉnh 36 bao tranh chấp mua bán lạy nhà máy zin êm như xe điện bình đề đầy đủ,Dòng khác,cub 50 đời_mới bs tỉnh 36 bao tranh_chấp mua_bán lạy nhà_máy zin êm điện bình đề đầy_đủ,cub 50 đời_mới,cub 50 đời_mới bs tỉnh 36 bao tranh_chấp mua_bán lạy nhà_máy zin êm điện bình đề đầy_đủ cub 50 đời_mới
7051,batp máy chưa rớt,mây zin êm chưa rớt bstp đi lâu ngày lạc cccd bán bao tranh chấp trọn đờip,Vision,mây zin êm rớt bstp đi lạc cccd bao tranh_chấp trọn đờip,batp máy rớt,mây zin êm rớt bstp đi lạc cccd bao tranh_chấp trọn đờip batp máy rớt
7052,CẦN BÁN VARIO 150,"CẦN BÁN VARIO 150 2019Xe Zin chạy
 kĩ ,mua bán chính chủ kí ủy quyền mua bán đều được xem xe tại Thị Trấn Hóc Môn Biển số SG",Vario,vario 150 2019xe zin chạy kĩ mua_bán chủ kí ủy quyền mua_bán thị_trấn hóc môn biển,vario 150,vario 150 2019xe zin chạy kĩ mua_bán chủ kí ủy quyền mua_bán thị_trấn hóc môn biển vario 150
7053,Can ban gap,Xe con rin máy no êm như xe điện vì kẹt tiền nên bán lại cho ace mua về chỉ đổ xăng đi thôi không cần phải sửa gì nữa xe mới vừa thay nhớt xin cảm ơn ace đã xem tin cam ơn cho tốt đã diệt tin,Attila,xe_con rin máy no êm điện kẹt tiền anh_chị_em mua đổ xăng đi không sửa thay nhớt anh_chị_em cam ơn tốt diệt,can ban gap,xe_con rin máy no êm điện kẹt tiền anh_chị_em mua đổ xăng đi không sửa thay nhớt anh_chị_em cam ơn tốt diệt can ban gap
7054,xe tay ga,"🔥AB nhập Thái 2008
*Biển số Tp.hcm
*Giấy tờ đầy đủ (bao tranh chấp)

❇️Máy móc nguyên zin êm ái thì thầm
❇️Dàn áo ốc tán còn đẹp sạch sẽ
❇️Máy Thái cực kì tiết kiệm xăng
❇️Vỏ trước sau dày cộm

✅Giá chỉ: 15🍠600
#Trao đổi mua bán xe máy tận nơi
☎️***
Xem xe Hóc Môn (có ship)",Blade,ab nhập thái 2008 biển tp hcm giấy_tờ đầy_đủ bao tranh_chấp máy_móc nguyên zin êm_ái thì_thầm dàn áo ốc tán đẹp sạch_sẽ máy thái_cực_kì tiết_kiệm xăng vỏ dày cộm giá 15 600 trao_đổi mua_bán xe_máy tận hóc_môn giao hàng,ga,ab nhập thái 2008 biển tp hcm giấy_tờ đầy_đủ bao tranh_chấp máy_móc nguyên zin êm_ái thì_thầm dàn áo ốc tán đẹp sạch_sẽ máy thái_cực_kì tiết_kiệm xăng vỏ dày cộm giá 15 600 trao_đổi mua_bán xe_máy tận hóc_môn giao hàng ga
7055,Thanh Lý xe Wave RSX,Dư xe cần thanh lý xe Wave RSX chính chủ . Liên hệ xem xe trực tiếp .,Wave,dư thanh_lý wave rsx chủ liên_hệ,thanh_lý wave rsx,dư thanh_lý wave rsx chủ liên_hệ thanh_lý wave rsx
7056,Cần bán xe cũ,"Mình đang dư chiếc xe cũ, ai có nhu cầu đi làm công trình mình để lại.",Wave,dư cũ nhu_cầu đi công_trình,cũ,dư cũ nhu_cầu đi công_trình cũ
7057,Cần bán Air blade bs bình dương,"Xe mới bảo dưỡng gần 2 củ. Máy êm nồi bốc, điện đề đầy đủ. Xe k9c bán tại nhà bao tranh chấp. Xem xe tại nhà Đông thạnh hóc môn
Liên hệ. ***",Air Blade,bảo_dưỡng củ máy êm nồi bốc điện đề đầy_đủ k9c bao tranh_chấp đông thạnh hóc_môn liên_hệ,air blade bs bình_dương,bảo_dưỡng củ máy êm nồi bốc điện đề đầy_đủ k9c bao tranh_chấp đông thạnh hóc_môn liên_hệ air blade bs bình_dương
7058,vision bstp xe đẹp máy zin,"Cần bán vision đời cuối 2014 mẫu đúng đời đề từ , máy móc zin êm ru dàn áo mới lột keo , mới vừa spa rửa từ trong ra ngoài ace về chỉ sử dụg , phần giấy tờ có cavet zin theo xe ,co họp đồng mua bán , viết giấy tay cửa hàng bao tranh chấp trọn đời ! Cảm ơn ace quan tâm",Vision,vision đời 2014 mẫu đời đề máy_móc zin êm_ru dàn áo lột keo spa rửa anh_chị_em sử dụg giấy_tờ cavet zin co họp đồng mua_bán viết giấy cửa_hàng bao tranh_chấp trọn đời anh_chị_em,vision bstp đẹp máy zin,vision đời 2014 mẫu đời đề máy_móc zin êm_ru dàn áo lột keo spa rửa anh_chị_em sử dụg giấy_tờ cavet zin co họp đồng mua_bán viết giấy cửa_hàng bao tranh_chấp trọn đời anh_chị_em vision bstp đẹp máy zin
7059,wave a 2022,E cần bán chiếc xe wave a 2022 phiên bản đặt biệt xe mua mới tới bây giờ ít đi có gắn chống trộm xe nguyên zin một đời chủ công chứng ngay bán tại nhà yên tâm ạ,Wave,wave 2022 phiên_bản biệt mua đi gắn chống trộm nguyên zin đời chủ_công_chứng yên_tâm,wave 2022,wave 2022 phiên_bản biệt mua đi gắn chống trộm nguyên zin đời chủ_công_chứng yên_tâm wave 2022
7060,Mio ultimo,"Kẹt tiền ra đi cứu chủ e Mio ultimo máy móc êm ru,moi chức năng đều ok , về chỉ việc đổ xăng chạy, rất thích hợp cho ace đi chợ đưa rước con đi học, hoặc cho con e đi học rất ok vì xe nhỏ gọn,xe bstp, giấy tờ đầy đủ,mua bán tại nhà viết giấy tay bao tranh chấp, fix nhiệt tình cho ace mau lẹ",Mio,kẹt tiền đi cứu chủ mio ultimo máy_móc êm_ru moi chức_năng ok đổ xăng chạy thích_hợp anh_chị_em đi chợ rước đi học con_em đi học ok gọn bstp giấy_tờ đầy_đủ mua_bán viết giấy bao tranh_chấp fix nhiệt_tình anh_chị_em mau_lẹ,mio ultimo,kẹt tiền đi cứu chủ mio ultimo máy_móc êm_ru moi chức_năng ok đổ xăng chạy thích_hợp anh_chị_em đi chợ rước đi học con_em đi học ok gọn bstp giấy_tờ đầy_đủ mua_bán viết giấy bao tranh_chấp fix nhiệt_tình anh_chị_em mau_lẹ mio ultimo
7061,Exciter 150 như hình,"Nhà chật bán bớt xe như hình . Xe 9 chủ công chứng nhanh gọn . Mua về chỉ đổ xăng vô chạy . Mới bảo dưỡng , thay cặp vỏ mới . Ai cần vui lòng gọi . Xem xe hóc môn gần chùa Hoằng Pháp",Exciter,chật bớt hình chủ_công_chứng gọn mua đổ xăng_vô chạy bảo_dưỡng thay cặp vỏ vui_lòng hóc_môn chùa hoằng pháp,exciter 150 hình,chật bớt hình chủ_công_chứng gọn mua đổ xăng_vô chạy bảo_dưỡng thay cặp vỏ vui_lòng hóc_môn chùa hoằng pháp exciter 150 hình
7062,Cần vần gấp vì đăng ký chạy Grab xe điện,"Cần thanh lý Gấp, bớt mạnh cho ai nhiệt tình ạ. Vì đăng ký chạy grab xe đi điện nên dư xe cần thanh lý Gấp nha. Xe này mà chở hàng thì khỏi phải bàn nhé mọi người. Xe chạm nhẹ nổ máy. Chỉ về đổ xăng là chạy thôi nè.
Sđt liên hệ này ạ : ***",SCR,thanh_lý gấp bớt nhiệt_tình đăng_ký chạy grab đi điện dư thanh_lý gấp nha chở hàng bàn chạm nhẹ nổ máy đổ xăng chạy nè điện_thoại liên_hệ,vần gấp đăng_ký chạy grab điện,thanh_lý gấp bớt nhiệt_tình đăng_ký chạy grab đi điện dư thanh_lý gấp nha chở hàng bàn chạm nhẹ nổ máy đổ xăng chạy nè điện_thoại liên_hệ vần gấp đăng_ký chạy grab điện
7063,Jamoto107 zin giấy tờ đầy đủ,"Máy zin,tiết kiêm xăng
cavet đầy đủ
Địa chỉ chợ Bùi Môn, Xuân Thới Đông, Hóc Môn",Dòng khác,máy zin tiết kiêm xăng cavet đầy_đủ địa_chỉ chợ bùi môn xuân thới đông hóc_môn,jamoto107 zin giấy_tờ đầy_đủ,máy zin tiết kiêm xăng cavet đầy_đủ địa_chỉ chợ bùi môn xuân thới đông hóc_môn jamoto107 zin giấy_tờ đầy_đủ
7064,Bán Wave Alpha Up ZX,"Wave alpha biển số tỉnh k9c bao ae chơi
_ Máy rớt làm zin êm
_ Dàn ngoài sạch sẽ leng keng , ốc tán xi mới
_ Phuộc MD gia công new , NSD mới
_ Bộ đĩa trước tay thắng wave s hàng nhật

🔥 Giá 1x.000.000 nhỏ nhanh lẹ mất X
☎️ ***
Xem xe tại Hóc Môn",Wave,wave alpha biển tỉnh k9c bao anh_em máy rớt zin_êm dàn sạch_sẽ leng_keng ốc tán xi phuộc md gia_công new nsd đĩa thắng wave hàng nhật giá 1x 000.000 lẹ hóc_môn,wave alpha up zx,wave alpha biển tỉnh k9c bao anh_em máy rớt zin_êm dàn sạch_sẽ leng_keng ốc tán xi phuộc md gia_công new nsd đĩa thắng wave hàng nhật giá 1x 000.000 lẹ hóc_môn wave alpha up zx
7065,XIPO 1999,"do cần tiền làm ăn nên cần chia sẽ đam mê lại cho anh em .
Xipo 1999, máy móc zin, êm, xe gắt đép nổ
dàn áo đúng đời 1999 liền lạc.
dàn chân mới sơn tút lại
xem em tại nhà 
cầu rạch dơi xã nhơn đức huyện nhà bè HCM
zalo *** Em Thủ",Sport / Xipo,tiền làm_ăn chia đam_mê anh_em xipo 1999 máy_móc zin êm gắt đép nổ dàn áo đời 1999 liền lạc dàn chân sơn tút cầu rạch dơi xã nhơn đức huyện nhà_bè_hcm zalo thủ,xipo 1999,tiền làm_ăn chia đam_mê anh_em xipo 1999 máy_móc zin êm gắt đép nổ dàn áo đời 1999 liền lạc dàn chân sơn tút cầu rạch dơi xã nhơn đức huyện nhà_bè_hcm zalo thủ xipo 1999
